,names,Yield Strength,Pressure treated,Area under heat treatment curve,Strengthening Precipitate Phase,Powder processed,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,Ultimate Tensile Strength,Elongation
1711,Rene63,,No,16821,,No,3.8,0.01,0.02,15,14,0,0,0,,0,0,6,0,0,58.62,0,,,0,0,2.5,0,0,0,0,0,0.05,1012,
1712,Haynes282,,No,10566,,No,1.5,0.005,0.06,10,20,0,1.5,,,0,0.3,8.5,0,0,55.89,0,,,0.15,0,2.1,0,0,0,0,0,0,,
1713,Rene95,1469,No,49733,GammaPrime,Yes,3.43,0.009,0.07,7.85,13.63,0,0,0,0,0,0,3.5,0,3.46,62,0.007,0,0,0.01,0,2.48,0,3.5,0,0,0,0.05,,17
1714,Inconel713C,,No,0,,No,6.3,0.011,0.09,0,12.7,0,0,,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,,
1715,Inconel718KC1553,1254.8,No,37810.8,DoublePrime,No,0.64,0.0072,0.046,0.44,17.8,0,17.1,0,0,0,0.12,2.98,0,6.53,53.34,0.001,0,0,0.63,0,0.9,0,0,0,0,0,0,,10.8
1716,Waspaloy1729,455.5,No,44108,GammaPrime,No,1.34,0.001,0.035,1.3,19.2,0,0,0,0,0,0,3.95,0,0,71.1,0,0,0,0,0,3.01,0,0,0,0,0,0.06,,
1717,Inconel100,,No,0,,No,5.5,0.014,0.18,15,10,0,0,0,,0,0,3,0,0,60,0,,,0,0,4.7,1,0,0,0,0,0.06,1015,
1718,Inconel601,455,No,0,GammaPrime,No,1.4,0,0.05,0,23,0,14.1,0,0,0,0.5,0,0,0,60.5,0,0,0,0.2,0,0,0,0,0,0,0,0,,40
1719,D-979,,No,17443,,No,1,0.01,0.05,0,15,0,27,0,,0,0.3,4,0,0,45,0,,,0.2,0,3,0,0,0,0,0,0,1105,
1720,Inconel706,,No,14223,,No,0.23,0.0045,0.041,0,15.79,0.001,37.88,0,,0,0.07,0,0,3.05,41.16,0,,,0.09,0,1.68,0,0,0,0,0,0,1331,
1721,Udimet720P_M,1127,No,23914,GammaPrime,Yes,2.5,0.04,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,19.5
1722,Inconel738LC,665,No,22520,GammaPrime,No,3.44,0.01,0.09,8.61,15.95,0,0.04,0,0,0,0,1.77,0,0.92,61.18,0,0,0,0,1.76,3.55,0,2.64,0,0,0,0.038,,8
1723,InconelMA6000,,No,27526,,No,4.5,0.01,0.05,0,15,0,0,0,,0,0,2,0,0,69,0,,,0,2,2.5,0,4,0,0,0,0.15,1155,
1724,J5,,No,8250,,No,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
1725,GH033,,No,0,,No,0.7,0.007,0.02,0,20,0,0,,,0.03,0,0,0,0,76.77,0,,,0,0,2.5,0,0,0,0,0,0,,
1726,Nimonic263,,No,12784,,No,0.5,0.001,0.06,20,20,0,0,0,,0,0.4,5.9,0,0,51,0,,,0.3,0,2.1,0,0,0,0,0,0.02,970,
1727,NimonicPK.33,,No,24621,,No,2,0.03,0.05,14,18.5,0,0.3,0,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,1000,
1728,Nimonic115,670,No,8379,GammaPrime,No,4.9,0.16,0.15,13.2,14.3,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3.7,0,0,0,0,0,0.04,,18
1729,Haynes282,631,No,10566,GammaPrime,No,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,27.5
1730,N-155,,No,4441,,No,0,0,0.15,20,21,0,30,,,0,1.5,3,0.15,1,20,0,,,0.5,0,0,0,2.5,0,0,0,0,,
1731,Alloy909,,No,11702,,No,0.06,0.007,0.01,13.2,0.03,0,45.22,0,,0,0,0,0,1.42,38.2,0,,,0.43,0,1.42,0,0,0,0,0,0,906,
1732,Waspaloy,,No,36708,,No,1.3,0.006,0.08,13.5,19.5,0,0,0,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,650,
1733,Udimet720Li,,No,23992,,No,2.54,0.018,0.013,14.52,16.06,0,0,0,,0,0,3.08,0,0,57.53,0,,,0,0,5.04,0,1.2,0,0,0,0,1258,
1734,Udimet720,801,No,20232,GammaPrime,No,2.5,0.033,0.035,14.7,18,0,0,0,0,0,0,3,0,0,55.15,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,23.8
1735,Udimet720Li,938,No,26278,GammaPrime,Yes,2.5,0.018,0.023,14.73,16.26,0,0,0,0,0,0,3.01,0,0,57.14,0,0,0,0,0,5.05,0,1.27,0,0,0,0,,22
1736,NM3,,No,24700,,No,3.65,0.013,0.024,14.65,11.8,0,0,,,0,0,3.3,0,0,61.01,0,,,0,0,5.5,0,0,0,0,0,0.052,,
1737,Unnamedalloy9,,No,0,,No,5.75,0,0,15,10,0,0,,,0,0,3.5,0,0,61.15,0,,,0,0,4.6,0,0,0,0,0,0,,
1738,Rene220,,No,0,,No,1.3,0.015,0.04,8,20.1,0,1,,,0,0,2.4,0,1,60.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
1739,Udimet700,,No,41968,,No,4.42,0.03,0.06,18.8,15.5,0,0.15,,,0,0.1,5.1,0,0,52.28,0,,,0.1,0,3.41,0,0,0,0,0,0.05,,
1740,Inconel713C,,No,34420,,No,6,0.008,0.07,0,13.2,0,0,0,,0,0,4.4,0,2,73.47,0,,,0,0,0.8,0,0,0,0,0,0.05,871,
1741,AlloyT+B,933,No,7800,GammaPrime,Yes,3.1,0.035,0.045,17,15,0,0,0,0,0,0,4,0,0,53.86,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,25.81
1742,Waspaloy1653,,No,44108,,No,1.33,0.003,0.036,8.1,19.3,0,0,0,,0,0,3.99,0,0,64.17,0,,,0,0,3.01,0,0,0,0,0,0.06,1305,
1743,Unnamedalloy28,,No,49600,,No,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
1744,Rene41,530,No,16424,GammaPrime,No,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,12
1745,Rene220,,No,0,,No,1.3,0.015,0.04,0,20.1,0,1,,,0,0,2.4,0,1,68.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
1746,Inconel601,,No,1149,,No,1.4,0,0.05,0,23,0,14.1,,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,,
1747,Inconel718/m,,No,15394,,No,0.5,0,0,0,18.5,0,18.5,0,,0,0,3,0,5,53.4,0,,,0,0,1,0,0,0,0,0,0,1227,
1748,Nimonic075,,No,1052,,No,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
1749,Inconel718_Ta,,No,9141,,No,0.47,0.0043,0.044,0,19.2,0,18,,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,,
1750,Inconel738LC,,No,22520,,No,3.44,0.01,0.09,8.61,15.95,0,0.04,,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,,
1751,Udimet520,,No,36876,,No,1.98,0.005,0.04,12.2,12.1,0,0.1,,,0,0.1,6.2,0,0,63.2,0,,,0.1,0,3,0,0.98,0,0,0,0,,
1752,Nimonic105,485,No,35124,GammaPrime,No,4.7,0.005,0.13,20,15,0,0,0,0,0,0.3,5,0,0,53,0,0,0,0.3,0,1.2,0,0,0,0,0,0.1,,42
1753,Inconel718,1034,No,11666,DoublePrime,No,0.44,0,0.027,0,17.82,0,18.42,0,0,0,0,2.92,0,5.31,54.09,0,0,0,0,0.02,0.95,0,0,0,0,0,0,,24.5
1754,TDNickel,,No,982,,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,98,0,,,0,0,0,0,0,0,0,0,0,690,
1755,Inconel718KC1544,1161.8,No,38170.8,DoublePrime,No,0.31,0.0055,0.071,0.39,17.8,0,18.06,0,0,0,0.11,2.94,0,6.03,53.27,0.001,0,0,0.95,0,0.52,0,0,0,0,0,0,,12.2
1756,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
1757,Inconel718,,No,11666,,No,0.6,0.004,0.03,0,18,0.011,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
1758,Inconel718P_M,1258,No,12566,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,14.8
1759,Rene95,895,No,22669,GammaPrime,No,3.5,0.009,0.074,8.12,13.66,0,0.11,0,0,0,0,3.46,0.0028,3.45,61.5,0.006,0,0,0,0,2.54,0,3.42,0,0,0,0.044,,9
1760,Udimet720,1156,No,23914,GammaPrime,No,2.5,0.017,0.015,14.75,16,0,0,0,0,0,0,3,0,0,57.43,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,18.2
1761,MAR-M247:WST,,No,203820,,No,5.42,0.015,0.13,10,8.4,0,0.08,,,0,0,0.78,0,0,59.81,1.41,,,0,2.9,1.03,0,10,0,0,0,0.03,,
1762,Inconel625,617,No,3579,DoublePrime,Yes,0.28,0,0.02,0,21.56,0,1.41,0,0,0,0.05,8.92,0.007,3.77,63.67,0,0,0,0.05,0,0.26,0,0,0,0,0,0,,44
1763,MAR-M247:WLK,811,Yes,24530,GammaPrime,No,5.5,0.013,0.17,10.15,8.63,0,0.04,1.4,0,0,0,0.73,0,0,59.66,0,0,0,0,3,1,0,9.67,0,0,0,0.04,,6.5
1764,D-979,,No,17443,,No,1,0.01,0.05,0,15,0,27,,,0,0.3,4,0,0,45,0,,,0.2,0,3,0,0,0,0,0,0,,
1765,Rene220,,No,0,,No,1.3,0.015,0.04,12.9,18,0,1,0,,0,0,2.4,0,1,58.15,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,840,
1766,Inconel718Dir.Age,,No,10712,,No,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1350,
1767,Inconel625,,No,12022,,No,0.32,0,0.019,0,21.49,0,1.41,0,,0,0.04,8.88,0.006,3.77,63.74,0,,,0.07,0,0.26,0,0,0,0,0,0,1152,
1768,Inconel718P/M,,No,12454,,No,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1489,
1769,Inconel731,,No,0,,No,5.5,0.015,0.18,10,9.5,0,0,0,,0,0,2.5,0,0,67,0,,,0,0,4.6,1,0,0,0,0,0.06,525,
1770,Inconel718P_M,1039,No,12566,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,12.1
1771,Inconel718,,No,15924,,No,0.62,0.002,0.04,0.01,17.56,0,18.11,0,,0,0.13,3.06,0,5.3,54.13,0,,,0.11,0,0.93,0,0,0,0,0,0,1338,
1772,Inconel601,220,No,0,GammaPrime,No,1.4,0,0.05,0,23,0,14.1,0,0,0,0.5,0,0,0,60.5,0,0,0,0.2,0,0,0,0,0,0,0,0,,78
1773,Inconel718KC1539,,No,985003.3333,,No,0.68,0.0084,0.062,0.23,17.48,0.004,18.09,0,,0,0.11,3.01,0,5.41,52.94,0,,,0.17,0,0.91,0,0,0,0,0,0,1431.4,
1774,Inconel617,,No,4708,,No,1,0,0.07,12.5,22,0,0,,,0,0,9,0,0,54,0,,,0,0,0.3,0,0,0,0,0,0,,
1775,Inconel713LC,580,No,0,GammaPrime,No,5.9,0.01,0.05,0,12,0,0,0,0,0,0,4.5,0,2,75,0,0,0,0,0,1.6,0,0,0,0,0,0.1,,12
1776,RR1000,,No,17320,,No,3,0.015,0.027,18.5,15,0,0,0,,0,0,5,0,0,52.05,0.75,,,0,2,3.6,0,0,0,0,0,0.06,1212,
1777,Rene220,,No,0,,No,1.3,0.015,0.04,12.9,21,0,1,,,0,0,2.4,0,1,55.15,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
1778,Inconel625,382,No,12750,DoublePrime,No,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,2,64.65,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,
1779,Unnamedalloy17,,No,0,,No,6,0.02,0.097,0,6,0,0,,,0,0,2,0,1.5,73.29,0,,,0,0,0,0,11,0,0,0,0.1,,
1780,Inconel731,603,No,0,GammaPrime,No,5.5,0.015,0.18,10,9.5,0,0,0,0,0,0,2.5,0,0,67,0,0,0,0,0,4.6,1,0,0,0,0,0.06,,12.5
1781,AlloyT+,,No,7800,,No,3.1,0.02,0.045,17,15,0,0,0,,0,0,4,0,0,53.88,0,,,0,2.5,4.4,0,0,0,0,0,0.06,961,
1782,UDM56,,No,2326,,No,4.5,0.07,0.02,5,16,0,0,,,0,0,1.5,0,0,64,0,,,0,0,2,0.5,6,0,0,0,0.03,,
1783,Rene95,1158,No,4353,GammaPrime,Yes,3.43,0.009,0.07,7.85,13.63,0,0,0,0,0,0,3.5,0,3.46,62,0.007,0,0,0.01,0,2.48,0,3.5,0,0,0,0.05,,15
1784,Nimonic263,490,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,50
1785,Inconel718,765,No,11708,DoublePrime,Yes,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,5.1,52.5,0,0,0,0,0,0.9,0,0,0,0,0,0,,16
1786,Inconel718,1185,No,17904,DoublePrime,No,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,21
1787,Nimonic263,145,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,58
1788,TDNickel,1189,No,982,Solution,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1.757575758,0.242424242,0,,27.8
1789,Inconel718,,No,11666,,No,0.44,0,0.027,0,17.82,0,18.42,0,,0,0,2.92,0,5.31,54.09,0,,,0,0.02,0.95,0,0,0,0,0,0,1181,
1790,Udimet500,,No,21072,,No,3,0.07,0.07,19,18,0,0,,,0,0,4.2,0,0,52,0,,,0,0,3,0,0,0,0,0,0.05,,
1791,Nimonic263,490,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,51
1792,Inconel731,,No,0,,No,5.5,0.015,0.18,10,9.5,0,0,0,,0,0,2.5,0,0,67,0,,,0,0,4.6,1,0,0,0,0,0.06,895,
1793,Inconel718Dir.Age,,No,10712,,No,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1530,
1794,Inconel718Super,1105,No,11639,DoublePrime,No,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,16
1795,Ticolloy4,945,No,0,Both,No,0.63,0.004,0.028,0,17.8,0,18.3,0,0,0.001,0,3.05,0,5.28,53.57,0,0,0,0,0,1.34,0,0,0,0,0,0,,5
1796,Inconel600,,No,2242,,No,0,0,0.08,0,15.5,0,8,0,,0,0.5,0,0,0,76,0,,,0.2,0,0,0,0,0,0,0,0,450,
1797,EP741NP,,No,74672,,No,5.02,0.015,0.04,15.8,8.2,0,0,,,0,0,3.9,0,2.56,57.47,0.24,,,0,0,1.45,0,5.3,0,0,0,0.01,,
1798,Waspaloy11,,No,19620,,No,1.36,0.005,0.018,14,18.9,0,0,,,0,0,4.1,0,0,58.52,0,,,0,0,3.1,0,0,0,0,0,0,,
1799,Astroloy,,No,30844,,No,4,0.03,0.06,17,15,0,0,0,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,1415,
1800,Inconel718KC1553,1221.8,No,37810.8,DoublePrime,No,0.64,0.0072,0.046,0.44,17.8,0,17.1,0,0,0,0.12,2.98,0,6.53,53.34,0.001,0,0,0.63,0,0.9,0,0,0,0,0,0,,10.7
1801,RR7080,,No,17420,,No,5.5,0.015,0.14,10,9,0,0,0,,0,0,0,0,0,61,1.5,,,0,2.5,1.5,0,10,0,0,0,0.05,1035,
1802,Allvac718PLUS,,No,11666,,No,1.5,0,0,3,18,0,10,,,0,0,2.8,0,5.5,58.5,0,,,0,0,0.7,0,0,0,0,0,0,,
1803,x-750,662,No,36610,GammaPrime,No,0.8,0,0.04,0.14,16.7,0,0,0,0,0,0,0.07,0,0,79.83,0,0,0,0,0,2.42,0,0,0,0,0,0,,16
1804,Inconel600,,No,2242,,No,0,0,0.08,0,15.5,0,8,0,,0,0.5,0,0,0,76,0,,,0.2,0,0,0,0,0,0,0,0,140,
1805,Unnamedalloy29,,No,0,,No,5,0.02,0.07,18.53,12.38,0,0,,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,,
1806,Inconel713LC,785,No,0,GammaPrime,No,5.9,0.01,0.05,0,12,0,0,0,0,0,0,4.5,0,2,75,0,0,0,0,0,1.6,0,0,0,0,0,0.1,,11
1807,Nimonic105,,No,35124,,No,4.7,0.005,0.13,20,15,0,0,,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,,
1808,Incoloy909,,No,11694,,No,0.05,0,0.005,12.9,0.1,0,41.1,0,,0,0,0,0,5.1,38.77,0,,,0.42,0,1.56,0,0,0,0,0,0,972,
1809,TMW4,,No,32160,,No,1.9,0.02,0.02,26.3,14.9,0,0,0,,0,0,2.8,0,0,46.84,0,,,0,0,6,0,1.2,0,0,0,0.02,1133,
1810,Inconel718Super,1020,No,11639,DoublePrime,No,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,18
1811,Inconel600,,No,2242,,No,0,0,0.08,0,15.5,0,8,,,0,0.5,0,0,0,76,0,,,0.2,0,0,0,0,0,0,0,0,,
1812,Unnamedalloy28,1120,No,49600,GammaPrime,No,1.49,0,0.006,19.2,24.25,0,0,0,0,0,0,1.44,0,1.08,76.4,0,0,0,0,0,2.93,0,0,0,0,0,0,,13.6
1813,Rene95,345,No,22669,GammaPrime,No,3.5,0.009,0.074,8.12,13.66,0,0.11,0,0,0,0,3.46,0.0028,3.45,61.5,0.006,0,0,0,0,2.54,0,3.42,0,0,0,0.044,,12
1814,Inconel718Super,,No,11639,,No,0.5,0,0.04,0,19,0,18.5,0,,0,0.2,3,0,5.1,52.5,0,,,0.2,0,0.9,0,0,0,0,0,0,1130,
1815,Inconel731,704,No,0,GammaPrime,No,5.5,0.015,0.18,10,9.5,0,0,0,0,0,0,2.5,0,0,67,0,0,0,0,0,4.6,1,0,0,0,0,0.06,,5
1816,HastelloyC-22,275,No,0,Solution,No,0,0,0.01,2.5,21.5,0,5.5,0,0,0,1,13.5,0,0,51.6,0,0,0,0.1,0,0,0.3,4,0,0,0,0,,61
1817,Inconel738LC,,No,22520,,No,3.44,0.01,0.1,8.35,16.01,0,0.12,,,0,0,1.74,0,0.81,61.67,0,,,0,1.66,3.4,0,2.66,0,0,0,0.03,,
1818,Inconel738X,635,No,22474,GammaPrime,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,0,0,0.1,1.68,0,1.5,59.89,0,0,0,0.1,1.9,3.75,0,2.55,0,0,0,0.069,,7
1819,Inconel718KC1539,,No,11781.11111,,No,0.68,0.0084,0.062,0.23,17.48,0.004,18.09,0,,0,0.11,3.01,0,5.41,52.94,0,,,0.17,0,0.91,0,0,0,0,0,0,1283.1,
1820,Ticolloy1,1074,No,0,Both,No,0.46,0.003,0.031,0,18,0,18.25,0,0,0.001,0,3.05,0,5.26,54,0,0,0,0,0,0.95,0,0,0,0,0,0,,19.3
1821,Udimet500,,No,36708,,No,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
1822,PM3030,88,No,3140,yprime+ODS,No,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,
1823,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,978,
1824,MERL76,,No,2352,,No,5,0.02,0.02,18.5,12.5,0,0,,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,,
1825,U720Li,930,No,41508,GammaPrime,Yes,2.49,0.015,0.012,15.3,16.4,0,0,0,0,0,0,3.06,0,0,56.35,0,0,0,0,0,5.04,0,1.3,0,0,0,0.035,,14
1826,Waspaloy1727,,No,44108,,No,1.34,0.003,0.033,5.8,18.9,0,0,,,0,0,3.92,0,0,67,0,,,0,0,2.94,0,0,0,0,0,0.06,,
1827,Inconel718KC1550,,No,11670,,No,1.05,0.0063,0.054,0.4,17.51,0.002,17.3,0,,0,0.1,2.91,0,5.93,53.68,0,,,0.34,0,0.68,0,0,0,0,0,0,1426.5,
1828,Inconel939,,No,43394,,No,1.9,0.009,0.15,19,22.5,0,0,0,,0,0,0,0,1,48,0,,,0,1.4,3.7,0,2,0,0,0,0.09,985,
1829,Udimet710,,No,41416,,No,2.5,0.02,0.07,15,18,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,705,
1830,Udimet720P/M,,No,77896,,No,2.5,0.02,0.025,14.7,16,0,0,0,,0,0,3,0,0,57.48,0,,,0,0,5,0,1.25,0,0,0,0.03,1600,
1831,Inconel718p5,,No,27840,,No,0.5,0.005,0.02,0,18.76,0.013,18.56,0,,0,0.02,3.01,0,5.17,52.9,0,,,0.05,0,1.01,0,0,0,0,0,0,1436,
1832,Inconel718,,No,11666,,No,0.6,0.004,0.03,0,18,0.032,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
1833,Inconel718,948,No,11708,DoublePrime,Yes,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,5,52.6,0,0,0,0,0,0.9,0,0,0,0,0,0,,
1834,Inconel713C,728,Yes,19540,GammaPrime,No,6.3,0.011,0.09,0,12.7,0,0,0,0,0,0,4.5,0,1,70.93,0,0,0,0,3.6,0.8,0,0,0,0,0,0.07,,6.5
1835,Inconel713+Hf,760,No,0,GammaPrime,No,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,10
1836,Inconel706,,No,14223,,No,0.24,0.0045,0.045,0,15.75,0.002,39.03,0,,0,0.06,0,0,2.89,40.19,0,,,0.13,0,1.66,0,0,0,0,0,0,1082,
1837,NimonicPE.16,,No,16266,,No,1.2,0.02,0.05,1,16.5,0,33,0,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,510,
1838,Inconel706,1020,No,14223,Both,No,0.24,0.0043,0.042,0,15.78,0,38.2,0,0,0,0.07,0,0,2.99,40.93,0.003,0,0,0.09,0,1.65,0,0,0,0,0,0,,21
1839,HaynesR-41,560,No,16476,GammaPrime,No,1.5,0.006,0.09,11,19,0,5,0,0,0,0.1,10,0,0,49.7,0,0,0,0.5,0,3.1,0,0,0,0,0,0,,26.2
1840,Allvac718PLUS,,No,11666,,No,1.5,0,0,15,18,0,10,,,0,0,2.8,0,5.5,46.5,0,,,0,0,0.7,0,0,0,0,0,0,,
1841,Rene95,,No,46848,,No,3.5,0.01,0.15,8,14,0,0,0,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,1460,
1842,MAR-M200+Hf,550,No,43550,GammaPrime,No,5,0.015,0.14,10,9,0,0,1.8,0,0,0,0,0,1,59,0,0,0,0,0,2,0,12.5,0,0,0,0.05,,6
1843,Inconel783,709,No,15205,GammaPrime,No,5.4,0,0.008,35,3.3,0,25,0,0,0,0,0,0,3,28.03,0,0,0,0.06,0,0.2,0,0,0,0,0,0,,38
1844,Waspaloy,135,No,19640,GammaPrime,No,1.5,0.006,0.08,13.5,19,0,2,0,0,0,0.1,4.3,0,0,56.31,0,0,0,0.15,0,3,0,0,0,0,0,0.05,,55
1845,Rene80,,No,47980,,No,3,0.015,0.17,9.5,14,0,0,0,,0,0,4,0,0,60,0,,,0,0,5,0,4,0,0,0,0.03,705,
1846,Unnamedalloy2,,No,0,,No,0,0,0,0,24,0,33.55,,,0,0,0,0,2*,40,0,,,0,0,2*,0,0,0,0,0,0,,
1847,KM46,,No,11176,,No,3.71,0.034,0.0231,17.63,12.34,0,0,0,,0.0021,0,3.98,0,1.93,55.71,0.32,,,0,0,4.3,0,0,0,0,0,0.0235,1365,
1848,Rene95,,No,22669,,No,3.5,0.009,0.074,8.12,13.66,0.006,0.11,0,,0,0,3.46,0.0028,3.45,61.5,0,,,0,0,2.54,0,3.42,0,0,0,0.044,1434,
1849,AlloyT+,1072,No,7800,GammaPrime,Yes,3.1,0.02,0.045,17,15,0,0,0,0,0,0,4,0,0,53.88,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,16.95
1850,AlloyT+B,1031,No,7800,GammaPrime,Yes,3.1,0.035,0.045,17,15,0,0,0,0,0,0,4,0,0,53.86,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,13.39
1851,Inconel718,941,Yes,16130,DoublePrime,No,0.56,0,0.05,0,19.3,0,19.96,0,0,0,0.05,3.1,0,4.9,51.1,0,0,0,0.05,0,0.93,0,0,0,0,0,0,,15
1852,Inconel601,,No,1149,,No,1.4,0,0.05,0,23,0,14.1,,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,,
1853,Udimet520,,No,36876,,No,1.98,0.005,0.04,12.2,12.1,0,0.1,,,0,0.1,6.2,0,0,63.2,0,,,0.1,0,3,0,0.98,0,0,0,0,,
1854,Inconel738LC,630.9,No,22520,GammaPrime,No,3.44,0.01,0.09,8.61,15.95,0,0.04,0,0,0,0,1.77,0,0.92,61.18,0,0,0,0,1.76,3.55,0,2.64,0,0,0,0.038,,6.9
1855,Inconel939,,No,13840,,No,2,0.004,0.15,19,22.4,0.005,0,0,,0,0,0.01,0,1.02,48.23,0,,,0.001,1.45,3.71,0,2.02,0,0,0,0.003,808,
1856,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
1857,M22,345,No,0,GammaPrime,No,6.3,0,0.13,0,5.7,0,0,0,0,0,0,2,0,0,71,0,0,0,0,3,0,0,11,0,0,0,0.6,,10
1858,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,811,
