,Name,"Tensile Strength, Yield",Heat treatment 1 Temperature,Heat treatment 1 Time,Heat treatment 2 Temperature,Heat treatment 2 Time,Heat treatment 3 Temperature,Heat treatment 3 Time,Heat treatment 4 Temperature,Heat treatment 4 Time,Heat treatment 5 Temperature,Heat treatment 5 Time,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,"Tensile Strength, Ultimate",Elongation at Break
1386,Inconel718KC1546,968.7,3452.4,1,2327.4,8,2012.4,8,0,0,0,0,1.22,0.0048,0.058,0.36,17.78,0,18.87,0,0,0,0.11,2.93,0,3.94,53.28,0.003,0,0,0.88,0,0.56,0,0,0,0,0,0,,21.7
1387,Rene95,,1052,24,1093,1,0,760,0,0,0,0,3.5,0.009,0.074,8.12,13.66,0.006,0.11,0,,0,0,3.46,0.0028,3.45,61.5,0,,,0,0,2.54,0,3.42,0,0,0,0.044,1482,
1388,AlloyT+B,,1150,4,800,4,0,0,0,0,0,0,3.1,0.035,0.045,17,15,0,0,,,0,0,4,0,0,53.86,0,,,0,2.5,4.4,0,0,0,0,0,0.06,,
1389,Rene77,,1163,4,1079,4,927,24,760,16,0,0,4.3,0.016,0.07,15,14.6,0,0,0,,0,0,4.2,0,0,58,0,,,0,0,3.3,0,0,0,0,0,0.04,1020,
1390,NimonicPE.16,,871,4,799,2,699,16,0,0,0,0,1.2,0.02,0.05,1,16.5,0,33,0,,0,0.1,1.1,0,0,43,0,,,0.1,0,1.2,0,0,0,0,0,0,740,
1391,U720Li,,1157,4,1110,4,845,24,760,16,0,0,2.49,0.015,0.012,15.3,16.4,0,0,0,,0,0,3.06,0,0,56.35,0,,,0,0,5.04,0,1.3,0,0,0,0.035,950,
1392,Inconel718,,996,1,718,8,621,8,0,0,0,0,0.5,0.005,0.04,0,18.5,0,18.5,,,0,0,3,0,5.1,52.5,0,,,0,0,0.9,0,0,0,0,0,0,,
1393,Rene125+Hf,,0,0,0,0,0,0,0,0,0,0,4.8,0.015,0.11,10,8.5,0,0,0,,0,0,2,0,0,59,1.4,,,0,3.8,2.5,0,8,0,0,0,0.05,1070,
1394,RR7080,,871,20,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,,,0,0,0,0,0,61,1.5,,,0,2.5,1.5,0,10,0,0,0,0.05,,
1395,Waspaloy1729,,1190,24,847,4,760,16,0,0,0,0,1.34,0.001,0.035,1.3,19.2,0,0,0,,0,0,3.95,0,0,71.1,0,,,0,0,3.01,0,0,0,0,0,0.06,1312,
1396,RR1000+,,1150,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,,,0,0,4.5,0,0,53.53,0.35,,,0,2,4.4,0,0,0,0,0,0.06,,
1397,Rene95,,1093,1,0,,760,16,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1800,
1398,Inconel706,874,982,1,718,8,621,8,0,0,0,0,0.24,0,0.021,0.03,16.2,0,37.3,0,0,0,0,0.05,0,3,41.59,0,0,0,0.05,0,1.52,0,0,0,0,0,0,,25
1399,NM3,1043,1145,4,750,4,0,0,0,0,0,0,3.65,0.013,0.024,14.65,11.8,0,0,0,0,0,0,3.3,0,0,61.01,0,0,0,0,0,5.5,0,0,0,0,0,0.052,,23.2
1400,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,,
1401,Inconel601,,1149,1,0,0,0,0,0,0,0,0,1.4,0,0.05,0,23,0,14.1,0,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,725,
1402,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.1,0.012,0.12,0,12.5,0,0,0,,0,0,4.2,0,2,74,0,,,0,0,0.8,0,0,0,0,0,0.1,850,
1403,Inconel718,850,980,1,850,1,650,16,0,0,0,0,1.85,0.0033,0.056,0,17.58,0,17,0,0,0,0,2.85,0,3.44,56.04,0,0,0,0,0,1.18,0,0,0,0,0,0,,26.3
1404,Inconel706,660,982,1,843,3,718,8,621,8,0,0,0.2,0,0.03,0,16,0,40,0,0,0,0.2,0,0,2.9,41.5,0,0,0,0.2,0,1.8,0,0,0,0,0,0,,32
1405,Cabot214,505,1121,0,0,0,0,0,0,0,0,0,4.5,0,0,0,16,0,2.5,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0.01,0,0,0,,14
1406,MAR-M247:WLK,812,1185,2,871,20,0,0,0,0,0,0,5.5,0.013,0.17,10.15,8.63,0,0.04,1.4,0,0,0,0.73,0,0,59.66,0,0,0,0,3,1,0,9.67,0,0,0,0.04,,7.9
1407,Astroloy,,1160,4,1080,4,850,24,760,16,0,0,4.1,0,0.035,16.8,14.6,0,0.25,,,0,0,5.2,0,0,55.43,0,,,0.02,0,3.54,0,0,0,0,0,0,,
1408,Waspaloy1650,795,1190,24,847,4,760,16,0,0,0,0,1.35,0.004,0.035,13.5,19.4,0,0,0,0,0,0,4.05,0,0,58.53,0,0,0,0,0,3.07,0,0,0,0,0,0.06,,23.4
1409,Nimonic105,,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,0,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,1103,
1410,Rene95,,899,24,1093,1,0,760,0,0,0,0,3.5,0.009,0.074,8.12,13.66,0.006,0.11,0,,0,0,3.46,0.0028,3.45,61.5,0,,,0,0,2.54,0,3.42,0,0,0,0.044,1303,
1411,Inconel718,895,980,1,850,1,650,16,0,0,0,0,2.33,0.0041,0.059,0,17.2,0,19.23,0,0,0,0,2.98,0,3.16,53.56,0,0,0,0,0,1.48,0,0,0,0,0,0,,13.5
1412,Inconel718_Ta,792,1052,1,732,8,621,8,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,20
1413,Nimonic75,,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
1414,Inconel718,,1040,1,955,1,720,8,620,8,0,0,0.63,0,0.05,0,17.9,0,18.84,0,,0,0.18,3,0,5.1,52.96,0,,,0.22,0,1.12,0,0,0,0,0,0,1321,
1415,El-929,827,1220,2,1050,4,0,0,0,0,0,0,4,0.02,0.1,14,10,0,0,0,0,0,0,4,0,0,60.38,0,0,0,0,0,2,0.5,5,0,0,0,0,,7.3
1416,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
1417,Inconel718_Ta,,1052,1,732,8,621,8,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,,0,0,3,0,0.02,49.1,0,,,0.02,9.1,1.04,0,0,0,0,0,0,1071,
1418,Haynes242,,1200,0,650,5,650,6,0,0,0,0,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
1419,MAR-M247:WWS,485,1185,2,871,20,0,0,0,0,0,0,5.57,0.016,0.14,10.05,8.51,0,0.16,1.55,0,0,0,0.71,0,0,59.31,0,0,0,0,2.99,1.09,0,9.87,0,0,0,0.03,,18
1420,Inconel718KC1545,,1065.555556,1,718.3333333,8,621.1111111,8,0,0,0,0,0.34,0.0047,0.062,0.36,17.89,0.003,19.2,0,,0,0.14,2.93,0,4.03,52.75,0,,,0.89,0,1.2,0,0,0,0,0,0,1245.9,
1421,Haynes282,567,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,24.5
1422,MAR-M246+Hf,,871,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,,,0,0,2.5,0,0,63,1.8,,,0,1.5,1.5,0,10,0,0,0,0.05,,
1423,Waspaloy,894,1020,4,850,4,760,16,0,0,0,0,1.5,0.006,0.08,13.5,19,0,2,0,0,0,0.1,4.3,0,0,56.31,0,0,0,0.15,0,3,0,0,0,0,0,0.05,,24
1424,AEREX350,,1052,1,816,4,0,0,0,0,0,0,0.84,0.021,0.019,25.15,17.03,0.004,0,0,,0,0,3.05,0,1.13,44.69,0,,,0,4.02,2.07,0,2.17,0,0,0,0,1037,
1425,Astroloy,,1093,4,871,8,982,4,649,24,0,0,4,0.03,0.06,17,15,0,0,,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,,
1426,InconelMA0754,,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,760,
1427,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,12.7,0,0,0,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,911,
1428,Inconel718,901,941,4,760,16,0,0,0,0,0,0,0.57,0.002,0.04,0.02,17.97,0,19.15,0,0,0,0.17,3.06,0,5.24,52.59,0,0,0,0.25,0,0.94,0,0,0,0,0,0,,10.1
1429,MAR-M247,,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,0,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,825,
1430,RR1000+,925,1190,4,800,4,0,0,0,0,0,0,3.1,0.02,0.045,17,15,0,0,0.35,0,0,0,4.5,0,0,53.53,0,0,0,0,2,4.4,0,0,0,0,0,0.06,,28.26
1431,Unnamedalloy6,1072,1149,1,700,16,0,0,0,0,0,0,1.7,0,0.05,0,20,0,0,0,0,0,0,0,0,5.2,73.05,0,0,0,0,0,0,0,0,0,0,0,0,,12.9
1432,Inconel713C,,1185,4,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,12.7,0,0,,,0,0,4.5,0,1,70.93,0,,,0,3.6,0.8,0,0,0,0,0,0.07,,
1433,Inconel706,,982,1,718,8,621,8,0,0,0,0,0.24,0,0.021,0.03,16.2,0,37.3,0,,0,0,0.05,0,3,41.59,0,,,0.05,0,1.52,0,0,0,0,0,0,885,
1434,Inconel625,550,996,1,622,4,0,0,0,0,0,0,0.25,0,0.016,0,21.45,0,1.41,0,0,0,0.05,8.89,0.006,3.77,63.84,0,0,0,0.06,0,0.26,0,0,0,0,0,0,,46
1435,Inconel601,310,0,1,0,0,0,0,0,0,0,0,1.4,0,0.05,0,23,0,14.1,0,0,0,0.5,0,0,0,60.5,0,0,0,0.2,0,0,0,0,0,0,0,0,,33
1436,Inconel718,,954,1,718,8,621,8,0,0,0,0,0,0,0,9,18,0,10,,,0,0,2.9,0,5.38,60.1,0,,,0,0,0,0,0,0,0,0,0,,
1437,Inconel718,830,1135,10,955,1,720,8,620,8,0,0,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,16
1438,El-929,,1220,2,1050,4,0,0,0,0,0,0,4,0.02,0.1,14,10,0,0,0,,0,0,4,0,0,60.38,0,,,0,0,2,0.5,5,0,0,0,0,1040,
1439,Astroloy,,1160,4,1080,4,850,24,760,16,0,0,3.87,0.02,0.015,16.9,14.8,0,0.4,0,,0,0,5.1,0,0,55.43,0,,,0.02,0,3.45,0,0,0,0,0,0,1350,
1440,MAR-M246+Hf,804,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,1.8,0,0,0,2.5,0,0,63,0,0,0,0,1.5,1.5,0,10,0,0,0,0.05,,6.6
1441,Inconel718,,980,1,850,1,650,16,0,0,0,0,1.85,0.0033,0.056,0,17.58,0,17,,,0,0,2.85,0,3.44,56.04,0,,,0,0,1.18,0,0,0,0,0,0,,
1442,Thermo-Span,995,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,0,0,0,0,0,0,4.8,24.25,0,0,0,0.35,0,0.85,0,0,0,0,0,0,,22.1
1443,Udimet720,,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.03,14.7,17.9,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,0,0,0,0,0.03,1455,
1444,Inconel792,,1121,2,843,24,0,0,0,0,0,0,3.1,0.02,0.12,9,12.4,0,0,,,0,0,1.9,0,0,61,0,,,0,3.9,4.5,0,3.8,0,0,0,0.1,,
1445,InconelMA0754,765,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.5,0,0,0.472453499,0,0.127546501,0,,5
1446,MA0754,,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,1,,,0,0,0,0,0,77.55,0,,,0,0,0.5,0,0,0,0,0,0,,
1447,Inconel718KC1550,,1065.555556,1,718.3333333,8,621.1111111,8,0,0,0,0,1.05,0.0063,0.054,0.4,17.51,0.002,17.3,0,,0,0.1,2.91,0,5.93,53.68,0,,,0.34,0,0.68,0,0,0,0,0,0,1329.3,
1448,InconelMA6000,675,1232,0.5,954,2,843,24,0,0,0,0,4.5,0.01,0.05,0,15,0,0,0,0,0,0,2,0,0,69,0,0,0,0,2,2.5,0,4,1.968556244,0,0.531443756,0.15,,5
1449,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.5,0.004,0.02,0,18,0.008,18.1,,,0,0,2.9,0,5.3,54.17,0,,,0,0,1,0,0,0,0,0,0,,
1450,Astroloy,1014,1160,4,1080,4,850,24,760,16,0,0,3.87,0.02,0.015,16.9,14.8,0,0.4,0,0,0,0,5.1,0,0,55.43,0,0,0,0.02,0,3.45,0,0,0,0,0,0,,21.1
1451,NM3,981,0,4,850,4,0,0,0,0,0,0,3.65,0.013,0.024,14.65,11.8,0,0,0,0,0,0,3.3,0,0,61.01,0,0,0,0,0,5.5,0,0,0,0,0,0.052,,22.6
1452,Inconel718p1,,1160,24,0,0,0,0,0,0,0,0,0.52,0.005,0.02,0,18.69,0.001,18.96,0,,0,0.02,3.01,0,5.2,52.52,0,,,0.05,0,1.01,0,0,0,0,0,0,1180,
1453,Inconel718_Ta,905,1093,1,816,8,760,2,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,9
1454,Udimet710,,1149,2,1066,4,760,16,0,0,0,0,2.48,0.015,0.06,15.5,17.8,0,0.14,,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,,
1455,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
1456,Inconel718,,1030,1,800,1,650,5,650,16,0,0,2.04,0.0019,0.048,0,16.6,0,13.71,0,,0,0,3.09,0,3.55,57.45,0,,,0,0,1.21,0,2.3,0,0,0,0,1140,
1457,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
1458,Waspaloy11,1007,1020,4,845,4,760,16,0,0,0,0,1.36,0.005,0.018,14,18.9,0,0,0,0,0,0,4.1,0,0,58.52,0,0,0,0,0,3.1,0,0,0,0,0,0,,30
1459,Inconel718P_M,1045,871,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,15.3
1460,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
1461,Inconel939,,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
1462,RR1000,1060,1130,4,800,16,800,750,0,0,0,0,3,0.015,0.027,18.5,15,0,0,0.75,0,0,0,5,0,0,52.05,0,0,0,0,2,3.6,0,0,0,0,0,0.06,,20.4
1463,Udimet720P_M,1079,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.07,,19
1464,Rene95,1379,899,24,0,1,732,64,0,0,0,0,3.5,0.01,0.15,8,14,0,0,0,0,0,0,3.5,0,3.5,61,0,0,0,0,0,2.5,0,3.5,0,0,0,0.05,,16
1465,Rene63,760,1177,1,871,4,760,16,0,0,0,0,3.8,0.01,0.02,15,14,0,0,0,0,0,0,6,0,0,58.62,0,0,0,0,0,2.5,0,0,0,0,0,0.05,,
1466,Unnamedalloy29,1072,0,0,0,0,0,0,0,0,0,0,5,0.02,0.07,18.53,12.38,0,0,0,0,0,0.01,3.29,0,0,55.72,0,0,0,0,0,4.18,0.74,0,0,0,0,0.06,,12.9
1467,Incoloy909,676,982,1,718,8,621,8,0,0,0,0,0.05,0,0.005,12.9,0.1,0,41.1,0,0,0,0,0,0,5.1,38.77,0,0,0,0.42,0,1.56,0,0,0,0,0,0,,35
1468,Udimet720Li,,1168,2,760,8,649,24,0,0,0,0,2.5,0.018,0.023,14.73,16.26,0,0,0,,0,0,3.01,0,0,57.14,0,,,0,0,5.05,0,1.27,0,0,0,0,1569,
1469,TDNickel,,982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,98,0,,,0,0,0,0,0,0,0,0,0,,
1470,Waspaloy,,1079,4,843,24,760,16,0,0,0,0,1.3,0.006,0.08,13.5,19.5,0,0,,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,,
1471,Inconel617,,1177,1,0,0,0,0,0,0,0,0,1,0,0.07,12.5,22,0,0,0,,0,0,9,0,0,54,0,,,0,0,0.3,0,0,0,0,0,0,580,
1472,Haynes282,,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,,,0,0.3,8.5,0,0,55.89,0,,,0.15,0,2.1,0,0,0,0,0,0,,
1473,MAR-M246+Hf,,871,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,,,0,0,2.5,0,0,63,1.8,,,0,1.5,1.5,0,10,0,0,0,0.05,,
1474,Unnamedalloy24,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.131,0,6,0,0,,,0,0,2,0,1.5,73.25,0,,,0,0,0,0,11,0,0,0,0.1,,
1475,Inconel625,666,927,1,663,4,0,0,0,0,0,0,0.25,0,0.016,0,21.45,0,1.41,0,0,0,0.05,8.89,0.006,3.77,63.84,0,0,0,0.06,0,0.26,0,0,0,0,0,0,,39
1476,Inconel939,,1160,4,999,6,899,24,699,16,0,0,1.9,0.009,0.15,19,22.5,0,0,0,,0,0,0,0,1,48,0,,,0,1.4,3.7,0,2,0,0,0,0.09,325,
1477,MAR-M247,,871,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,,
1478,Inconel601,,1177,1,0,0,0,0,0,0,0,0,1.4,0,0.05,0,23,0,14.1,0,,0,0.5,0,0,0,60.5,0,,,0.2,0,0,0,0,0,0,0,0,290,
1479,HastelloyS,,1121,0,0,0,0,0,0,0,0,0,0.3,0,0,0,15.5,0,1,0,,0,0.5,14.5,0,0,67,0,,,0.4,0,0,0,0,0,0,0,0,775,
1480,Waspaloy1729,,1190,24,847,4,760,16,0,0,0,0,1.34,0.001,0.035,1.3,19.2,0,0,0,,0,0,3.95,0,0,71.1,0,,,0,0,3.01,0,0,0,0,0,0.06,1164,
1481,Unnamedalloy13,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.02,0,6,0,0,,,0,0,2,0,1.5,73.36,0,,,0,0,0,0,11,0,0,0,0.1,,
1482,Inconel718KC1543,,954.4444444,1,718.3333333,8,621.1111111,8,648.8888889,1500,0,0,1.12,0.0099,0.058,0.36,17.4,0.005,14.94,0,,0,0.11,3.02,0,6.47,54.2,0,,,0.92,0,1.37,0,0,0,0,0,0,1470,
1483,Inconel718KC1540,,1065.555556,1,718.3333333,8,621.1111111,8,0,0,0,0,0.67,0.0083,0.063,0.26,17.34,0.005,18.46,0,,0,0.14,3,0,5.41,53.34,0,,,1.03,0,0.94,0,0,0,0,0,0,1330.7,
1484,Astroloy,,1093,4,871,8,982,4,649,24,0,0,4,0.03,0.06,17,15,0,0,,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,,
1485,B-1900,,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.1,10.3,8.1,0,0,,,0,0,8.2,0,0.03,66.19,0,,,0,0.01,1,0,0.06,0,0,0,0.1,,
1486,Inconel718,315,996,1,718,8,621,8,0,0,0,0,0.5,0.005,0.04,0,18.5,0,18.5,0,0,0,0,3,0,2,55.6,0,0,0,0,0,0.9,0,0,0,0,0,0,,
1487,El-929,852,1220,2,1050,4,0,0,0,0,0,0,4,0.02,0.1,14,10,0,0,0,0,0,0,4,0,0,60.38,0,0,0,0,0,2,0.5,5,0,0,0,0,,11
1488,Ticolloy11,,0,0,0,0,0,0,0,0,0,0,0.87,0.004,0.031,0,17.8,0,18,,,0.001,0,3.02,0,5.42,53.89,0,,,0,0,0.96,0,0,0,0,0,0,,
1489,Unnamedalloy8,,0,0,0,0,0,0,0,0,0,0,5.55,0,0,15,10,0,0,,,0,0,3.5,0,0,60.75,0,,,0,0,5.2,0,0,0,0,0,0,,
1490,Allvac718PLUS,,1010,0,857,0,788,0,0,0,0,0,1.45,0.004,0.025,9,18,0.014,10,0,,0,0,2.7,0,5.4,51.7,0,,,0,0,0.7,0,1,0,0,0,0,1166,
1491,Rene220,786,0,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,12.9,18,0,1,0,0,0,0,2.4,0,1,58.15,0,0,0,0.5,2.1,2.5,0,0,0,0,0,0.1,,
1492,Waspaloy,,1065,1,760,5,649,3,0,0,0,0,1,0.01,0.025,13,19,0,0,,,0,0,4,0,3,57.92,0,,,0,0,2,0,0,0,0,0,0.05,,
1493,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
1494,InconelX750,194,1149,2,843,24,704,20,0,0,0,0,0.7,0,0.04,0,15.5,0,7,0,0,0,0.5,0,0,1,73,0,0,0,0.2,0,2.5,0,0,0,0,0,0,,
1495,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
1496,Inconel625,,996,1,622,8,0,0,0,0,0,0,0.32,0,0.019,0,21.49,0,1.41,0,,0,0.04,8.88,0.006,3.77,63.74,0,,,0.07,0,0.26,0,0,0,0,0,0,978,
1497,Inconel939,,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,814,
1498,Nimonic115,420,1190,1.5,1099,6,0,0,0,0,0,0,4.9,0.16,0.15,13.2,14.3,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3.7,0,0,0,0,0,0.04,,24
1499,Inconel718,,1095,1,1095,1,955,1,0,0,0,0,0.56,0,0.05,0,19.3,0,19.96,0,,0,0.05,3.1,0,4.9,51.1,0,,,0.05,0,0.93,0,0,0,0,0,0,922,
1500,MAR-M247,,871,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,,
1501,Nimonic080A,,1079,8,704,16,0,0,0,0,0,0,1.4,0.003,0.06,0,19.5,0,0,0,,0,0.3,0,0,0,76,0,,,0.3,0,2.4,0,0,0,0,0,0.06,600,
1502,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
1503,Inconel718,,732,8,607,8,0,0,0,0,0,0,0.7,0.004,0.035,0,17.8,0,18.3,0,,0,0,2.9,0,5.4,53.86,0,,,0,0,1,0,0,0,0,0,0,1347,
1504,Udimet720,1051,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.035,14.7,18,0,0,0,0,0,0,3,0,0,55.15,0,0,0,0,0,5,0,1.25,0,0,0,0.03,,9
1505,Inconel939,618,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,0,0,0,0,0,0,1,48.24,0,0,0,0,1.4,3.7,0,2,0,0,0,0.1,,8.1
1506,Inconel100GATORIZE,1110,0,0,0,0,0,0,0,0,0,0,5,0.03,0.07,18.5,12.4,0,0,0,0,0,0,3.2,0,0,55.8,0,0,0,0,0,4.3,0.8,0,0,0,0,0.06,,21
1507,Unnamedalloy29,942,0,0,0,0,0,0,0,0,0,0,5,0.02,0.07,18.53,12.38,0,0,0,0,0,0.01,3.29,0,0,55.72,0,0,0,0,0,4.18,0.74,0,0,0,0,0.06,,21.3
1508,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.04,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1657,
1509,B-1900,810,0,0,0,0,0,0,0,0,0,0,6,0.015,0.1,10,8,0,0,0,0,0,0,6,0,0,64,0,0,0,0,4,1,0,0,0,0,0,0.1,,4
1510,Unnamedalloy28,,1150,4,900,50,0,0,0,0,0,0,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
1511,Inconel718,,996,1,718,8,621,8,0,0,0,0,0.5,0.005,0.04,0,18.5,0,18.5,0,,0,0,3,0,5.1,52.5,0,,,0,0,0.9,0,0,0,0,0,0,834,
1512,MAR-M247,422,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,1.5,0,0,0,0.7,0,0,60,0,0,0,0,3,1,0,10,0,0,0,0.05,,6.4
1513,Inconel718,715,1093,1.5,927,1,718,8,624,8,0,0,0.5,0,0.04,0,19,0,18.5,0,0,0,0.2,3,0,5.1,52.5,0,0,0,0.2,0,0.9,0,0,0,0,0,0,,9
1514,Allvac718PLUS,,954,1,718,8,621,8,0,0,0,0,1.5,0,0,9,18,0,14,,,0,0,2.8,0,5.5,48.5,0,,,0,0,0.7,0,0,0,0,0,0,,
1515,HastelloyC-22,405,1121,0,0,0,0,0,0,0,0,0,0,0,0.01,2.5,21.5,0,5.5,0,0,0,1,13.5,0,0,51.6,0,0,0,0.1,0,0,0.3,4,0,0,0,0,,57
1516,U720Li,1000,1157,4,1090,4,845,24,760,16,0,0,2.63,0.014,0.009,14.81,16.02,0,0,0,0,0,0,2.98,0,0,57.25,0,0,0,0,0,5.1,0,1.19,0,0,0,0,,17
1517,J5,,1200,0,750,5,750,6,0,0,0,0,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
